"id";"card_number";"transaction_date";"value";"segment"
CTID70437497;"7752-7762-8832-3142";2016-08-19;17900;SEG12
CTID53949655;"4770-7274-9917-1594";2016-05-02;39746;SEG14
CTID73783260;"2724-3903-7331-7820";2016-07-17;35745;SEG24
CTID26230500;"5805-3882-2982-9418";2016-06-20;25592;SEG21
CTID36905314;"9074-3311-4009-9836";2016-07-23;18980;SEG11
CTID65769289;"6271-9924-3653-8913";2016-06-23;38163;SEG18
CTID74928206;"4834-4297-3113-9327";2016-06-26;7794;SEG25
CTID89949930;"2388-1652-4326-6035";2016-09-06;29723;SEG25
CTID12835929;"1750-2387-4085-7042";2016-09-22;19675;SEG20
CTID62393772;"8918-6235-3308-7862";2016-08-18;31073;SEG11
CTID94682582;"5936-1967-4966-6077";2016-07-08;31700;SEG20
CTID26238474;"5005-7427-6443-4284";2016-06-06;37002;SEG24
CTID81234950;"3313-4024-5109-8235";2016-02-19;36973;SEG18
CTID96263699;"1546-9786-8388-4937";2016-03-02;29022;SEG13
CTID52138478;"9933-8699-5268-4345";2016-06-15;2628;SEG20
CTID87476477;"4525-4818-6014-8945";2016-01-09;26603;SEG25
CTID37929837;"2370-4593-4826-2349";2016-02-21;34416;SEG15
CTID23040775;"3708-8801-1521-8042";2016-04-18;37718;SEG22
CTID57388215;"2046-1892-2379-9050";2016-12-26;7980;SEG19
CTID81360275;"5283-6135-5709-4452";2016-10-13;29433;SEG11
CTID42691568;"1259-5241-3561-1773";2016-04-24;13977;SEG14
CTID36466948;"5251-7364-6702-5590";2016-04-14;41595;SEG17
CTID32759752;"2447-6299-5016-4953";2016-07-12;5472;SEG19
CTID81091954;"8341-5263-4582-7396";2016-11-04;49811;SEG12
CTID43692506;"5349-1963-8417-8327";2016-08-24;18931;SEG25
CTID18426513;"5002-6349-2806-2942";2016-09-28;23869;SEG11
CTID17827396;"6343-7134-9888-2361";2016-03-30;14422;SEG24
CTID17252061;"2517-1247-3682-9050";2016-12-23;4407;SEG17
CTID66620101;"4027-9234-2261-8201";2016-10-09;45792;SEG14
CTID61366404;"7863-1291-5335-8126";2016-10-12;36111;SEG13
CTID18641281;"5129-6974-6371-2964";2016-10-18;34825;SEG15
CTID88571804;"5160-8427-6529-3274";2016-04-23;19982;SEG16
CTID38534559;"6570-8163-4369-9734";2016-11-02;17641;SEG15
CTID99542411;"8578-3662-1951-5720";2016-10-28;14190;SEG12
CTID23350804;"7843-4724-2851-6218";2016-01-31;38505;SEG11
CTID22998029;"5731-9804-7859-1641";2016-12-09;1704;SEG17
CTID23407665;"4027-9234-2261-8201";2016-04-19;3749;SEG14
CTID46204527;"3440-1978-8156-5313";2016-09-08;23622;SEG25
CTID49099893;"5619-4425-5473-6565";2016-04-01;33266;SEG13
CTID21292674;"7908-8365-2086-2481";2016-06-06;16081;SEG20
CTID89662112;"3196-5064-6247-7113";2016-04-20;26504;SEG25
CTID14188228;"2570-5181-2062-7588";2016-01-08;14019;SEG21
CTID69742399;"8904-2491-3727-6958";2016-02-24;29388;SEG23
CTID76791045;"7815-7711-6866-1320";2016-03-30;9972;SEG19
CTID65962136;"3925-8607-7303-7699";2016-10-23;972;SEG16
CTID60939355;"7815-2405-2962-6053";2016-04-22;1006;SEG24
CTID32769834;"5530-2431-5627-8837";2016-04-02;15703;SEG23
CTID34811253;"1466-1600-9312-7604";2016-02-19;26756;SEG18
CTID86534204;"3697-6001-4909-5350";2016-09-09;49377;SEG12
CTID68346340;"6815-5139-5546-1802";2016-09-27;43802;SEG15
CTID81849777;"3810-4783-2207-7703";2016-04-12;33187;SEG11
CTID38649638;"4973-1293-1664-2086";2016-10-18;43494;SEG18
CTID77519981;"7017-9570-4103-5076";2016-11-20;39180;SEG18
CTID44340756;"5175-8965-9249-9021";2016-08-26;11099;SEG25
CTID66852416;"9083-6711-4313-1181";2016-10-17;15941;SEG22
CTID20496331;"8467-5358-5569-3718";2016-10-26;10660;SEG14
CTID63204004;"8305-2272-4553-4911";2016-05-12;40373;SEG19
CTID51215269;"6514-4444-5642-2615";2016-05-28;17986;SEG20
CTID77670181;"3380-5311-6073-9478";2016-04-05;41869;SEG21
CTID46783193;"3313-4024-5109-8235";2016-09-30;40140;SEG22
CTID31056804;"9753-7718-2196-1448";2016-08-24;44678;SEG12
CTID54506402;"3594-2190-6052-1265";2016-09-12;18097;SEG25
CTID95354475;"3970-3872-2591-7629";2016-04-02;22718;SEG18
CTID58037752;"1947-8327-3848-6581";2016-04-02;25718;SEG20
CTID60408485;"4803-9564-9708-3189";2016-06-02;23696;SEG25
CTID86467408;"8249-2687-5339-2078";2016-01-27;19445;SEG13
CTID44863878;"6415-7043-2998-3377";2016-07-30;11035;SEG24
CTID40623680;"2495-1344-4998-6045";2016-07-22;49372;SEG17
CTID90906975;"4856-2191-9879-6388";2016-04-06;33247;SEG14
CTID34959336;"5811-4353-3490-5513";2016-01-17;727;SEG21
CTID73476428;"4708-4407-9601-6022";2016-10-07;9329;SEG14
CTID28574471;"3991-7326-9292-2844";2016-10-18;2739;SEG25
CTID97032863;"6001-5945-4665-4926";2016-12-28;2720;SEG22
CTID18875951;"7377-5503-9688-7953";2016-06-15;34661;SEG11
CTID89116114;"9721-7299-5635-3504";2016-09-07;41216;SEG23
CTID83366072;"6071-3874-2856-8755";2016-10-15;6860;SEG18
CTID39841406;"9369-6196-2597-1730";2016-06-18;24395;SEG17
CTID57979865;"8217-2336-2393-6960";2016-07-08;22419;SEG17
CTID25391588;"7966-2894-6066-2530";2016-11-17;7500;SEG11
CTID33592910;"9074-3311-4009-9836";2016-07-10;36513;SEG11
CTID14887457;"4784-5120-3581-6184";2016-11-04;49461;SEG18
CTID30763806;"6722-7299-6082-7974";2016-12-17;40751;SEG21
CTID68908364;"2595-8621-2855-9119";2016-01-21;41722;SEG25
CTID14550215;"3573-2839-9869-7747";2016-06-02;7291;SEG18
CTID99066676;"6815-5139-5546-1802";2016-05-30;27204;SEG16
CTID48262430;"8088-9431-7201-2877";2016-04-29;43869;SEG17
CTID62140076;"8031-9022-9952-9605";2016-04-26;37904;SEG15
CTID21839844;"4806-6889-9908-7496";2016-02-21;26231;SEG22
CTID77083312;"9376-8684-9599-2988";2016-03-13;32601;SEG17
CTID88246413;"4040-7464-4000-3447";2016-04-06;35358;SEG11
CTID97621607;"9425-1481-6545-6190";2016-11-02;613;SEG15
CTID60778726;"3168-6552-9936-1500";2016-08-26;33312;SEG23
CTID28133313;"9458-1130-5333-6475";2016-05-25;6170;SEG24
CTID30558967;"4784-5120-3581-6184";2016-03-27;18347;SEG25
CTID18185102;"8228-6661-8736-2838";2016-08-16;3885;SEG23
CTID46212290;"6429-7684-3108-1910";2016-05-05;31064;SEG15
CTID91060915;"5530-2431-5627-8837";2016-07-20;48888;SEG17
CTID30027183;"6547-1222-2350-2503";2016-03-18;15011;SEG20
CTID27841166;"4338-7681-3950-6850";2016-03-26;49874;SEG25
CTID69750873;"4864-7119-5608-7611";2016-02-27;17547;SEG20
CTID34200462;"4646-8260-8197-7078";2016-02-04;19906;SEG22
CTID67763380;"2463-9055-1240-3878";2016-02-09;43288;SEG24
CTID90559720;"2535-9251-5633-3656";2016-03-10;13671;SEG24
CTID17511219;"1127-9633-2269-3119";2016-11-20;41872;SEG25
CTID23133688;"4783-2852-8264-4966";2016-09-27;34608;SEG24
CTID60953528;"3380-5311-6073-9478";2016-01-18;35130;SEG25
CTID69310590;"2357-9896-6403-5970";2016-09-05;32134;SEG25
CTID65539171;"9314-8332-5195-8287";2016-09-18;838;SEG24
CTID22200616;"5580-3409-5276-9882";2016-02-02;6147;SEG25
CTID98235712;"3594-2190-6052-1265";2016-08-17;25955;SEG15
CTID47534985;"5583-9751-6086-5673";2016-06-29;36224;SEG22
CTID87408740;"4587-3535-8224-4301";2016-07-04;49066;SEG11
CTID14147756;"9842-5558-3255-3410";2016-02-20;29250;SEG19
CTID60234257;"7795-9930-1867-6279";2016-07-23;27987;SEG15
CTID62102657;"3922-3698-6304-1975";2016-03-10;48897;SEG22
CTID19826068;"2595-7800-1142-5225";2016-06-21;8950;SEG13
CTID62789260;"7586-6475-9618-3909";2016-10-07;42115;SEG19
CTID79872330;"9018-5320-5729-5393";2016-11-09;446;SEG17
CTID85205073;"6075-5795-3555-1281";2016-07-19;22403;SEG11
CTID30368255;"1127-9633-2269-3119";2016-06-15;10921;SEG25
CTID39343611;"5251-7364-6702-5590";2016-06-14;6495;SEG11
CTID56411336;"4138-5166-7490-1188";2016-11-18;6039;SEG15
CTID71889402;"3648-6856-2869-1255";2016-03-16;5784;SEG12
CTID25005824;"4937-6752-6970-3163";2016-10-06;27796;SEG13
CTID44797860;"7708-8807-7837-8812";2016-05-24;424;SEG15
CTID72268464;"1661-3809-5334-2155";2016-11-27;34862;SEG22
CTID35950066;"5316-4617-7300-3260";2016-10-10;44795;SEG21
CTID88880286;"4012-7774-6690-7055";2016-04-19;2568;SEG18
CTID94942074;"4093-1634-8086-4601";2016-03-18;13302;SEG22
CTID51603553;"5316-4617-7300-3260";2016-08-30;27775;SEG19
CTID55247525;"3810-4783-2207-7703";2016-01-01;4341;SEG21
CTID84892557;"7815-2405-2962-6053";2016-03-22;42129;SEG17
CTID89707171;"5583-9751-6086-5673";2016-08-29;16852;SEG17
CTID14817856;"8066-8437-2479-2481";2016-09-24;6478;SEG18
CTID69640191;"1716-8420-2111-4735";2016-09-08;4884;SEG14
CTID82271181;"2201-1387-2319-6874";2016-03-13;35692;SEG16
CTID70930127;"7708-8807-7837-8812";2016-05-15;10472;SEG21
CTID53496085;"3467-3224-2464-5799";2016-07-21;8047;SEG20
CTID20539588;"1782-5331-5899-1813";2016-01-27;29188;SEG23
CTID19674125;"7276-7349-6334-3809";2016-02-08;9781;SEG19
CTID75050783;"4530-1687-6778-1250";2016-08-13;31586;SEG19
CTID69620035;"8135-1903-7706-2260";2016-09-12;34690;SEG25
CTID41447942;"7583-5046-7750-5578";2016-06-25;25136;SEG12
CTID49786029;"5592-8244-5701-5100";2016-05-17;37925;SEG16
CTID79231659;"6085-9783-3284-2783";2016-05-14;14434;SEG16
CTID32243630;"5002-6349-2806-2942";2016-03-25;4582;SEG16
CTID69659586;"5296-2987-4365-6870";2016-06-02;19048;SEG13
CTID41941806;"8518-4517-6409-6976";2016-06-14;21139;SEG13
CTID64210861;"4294-8894-4829-7801";2016-10-18;32729;SEG24
CTID37556234;"5556-4557-4566-1540";2016-01-25;22690;SEG13
CTID26308021;"4959-5036-1379-1303";2016-06-15;4370;SEG19
CTID15447455;"6012-7799-2842-7221";2016-05-07;46957;SEG14
CTID36869187;"2893-7786-7528-2338";2016-10-24;42382;SEG25
CTID75399445;"9074-3311-4009-9836";2016-10-19;41257;SEG13
CTID68964815;"3440-3330-5015-4988";2016-11-09;8651;SEG24
CTID83807422;"7224-9964-4793-3939";2016-10-15;16701;SEG14
CTID59753724;"5814-6146-3149-1775";2016-05-30;10466;SEG11
CTID82624366;"7214-4915-6387-5429";2016-07-09;34155;SEG14
CTID59665905;"8376-2481-1705-6329";2016-03-21;30008;SEG19
CTID13542484;"8883-9569-6241-3952";2016-03-12;25331;SEG25
CTID48727436;"1466-1600-9312-7604";2016-09-01;1940;SEG17
CTID45971651;"6012-7799-2842-7221";2016-01-06;49281;SEG14
CTID68203402;"2911-7555-3093-9231";2016-12-28;9479;SEG25
CTID44949687;"5251-7364-6702-5590";2016-10-31;15680;SEG16
CTID40320821;"5341-5445-8369-7039";2016-01-28;2148;SEG23
CTID62098015;"8711-5325-4752-4743";2016-06-28;9380;SEG25
CTID63753040;"8783-7271-8493-7931";2016-03-21;18040;SEG18
CTID11528514;"2219-4852-5937-6242";2016-12-21;34192;SEG18
CTID24330306;"8918-6235-3308-7862";2016-05-28;45247;SEG14
CTID56912442;"5786-9833-8038-2159";2016-03-14;12207;SEG11
CTID26944312;"4525-4818-6014-8945";2016-01-23;26951;SEG19
CTID90341692;"6429-7684-3108-1910";2016-06-20;42548;SEG19
CTID19413766;"6770-3803-2120-3012";2016-12-20;344;SEG17
CTID26936633;"4420-9925-9792-9113";2016-07-05;5272;SEG19
CTID99067877;"4954-2506-4917-1734";2016-08-29;16116;SEG24
CTID15232230;"4587-3535-8224-4301";2016-09-27;23687;SEG19
CTID95668946;"5530-2431-5627-8837";2016-03-19;33030;SEG20
CTID74890559;"5175-8965-9249-9021";2016-03-11;37912;SEG19
CTID90332472;"8918-6235-3308-7862";2016-04-16;36587;SEG18
CTID92619281;"3170-4662-9297-6384";2016-01-15;45330;SEG17
CTID68757721;"6893-1438-6516-3207";2016-08-25;44253;SEG11
CTID89190335;"3545-8540-7402-9523";2016-10-08;18796;SEG22
CTID55289168;"8685-1513-4751-8018";2016-01-04;12408;SEG21
CTID41304692;"7430-6895-6227-4665";2016-08-16;23058;SEG24
CTID79308566;"5591-5619-8809-5454";2016-11-25;6433;SEG22
CTID59143397;"2240-2748-8514-4335";2016-05-03;31979;SEG17
CTID38238518;"5616-5526-4836-1962";2016-08-03;791;SEG13
CTID20714505;"5689-2440-9593-1931";2016-05-26;35566;SEG17
CTID53409937;"5088-4839-2639-6414";2016-07-20;40165;SEG25
CTID12878629;"3671-4079-8067-8622";2016-10-16;25682;SEG16
CTID28670533;"7725-3576-5626-3317";2016-11-28;10537;SEG18
CTID50824754;"9558-5469-2562-5608";2016-02-22;30947;SEG15
CTID89370262;"8481-9097-2828-9363";2016-10-25;5861;SEG12
CTID53825119;"7290-4771-9163-1291";2016-07-30;45926;SEG17
CTID65995127;"1123-9777-7335-9167";2016-10-31;42413;SEG22
CTID98362068;"8614-1547-9524-8444";2016-08-31;15516;SEG12
CTID77190848;"9138-8487-6675-4521";2016-12-08;13606;SEG24
CTID49313145;"2911-7555-3093-9231";2016-01-30;26570;SEG22
CTID11504385;"5984-2442-3351-3695";2016-09-09;23657;SEG14
CTID18344579;"9027-9319-4091-7718";2016-10-06;32001;SEG22
CTID29129997;"9030-1667-6058-6173";2016-05-30;24425;SEG11
CTID87463299;"5993-5660-3442-6277";2016-01-29;17355;SEG11
CTID35212995;"7224-9964-4793-3939";2016-03-27;17768;SEG11
CTID49404921;"4973-1293-1664-2086";2016-12-08;13060;SEG18
CTID11613604;"4963-4850-8565-5494";2016-11-06;43831;SEG12
CTID52187112;"5984-2442-3351-3695";2016-04-17;3350;SEG16
CTID48967571;"6385-4594-8055-9081";2016-10-20;48722;SEG25
CTID49938463;"5002-6349-2806-2942";2016-05-13;45155;SEG19
CTID42438394;"3969-9181-6385-4422";2016-10-22;3613;SEG19
CTID62862192;"4663-3168-7059-6778";2016-07-24;19340;SEG15
CTID33457609;"9157-2802-8374-1145";2016-05-10;10245;SEG15
CTID88277194;"2077-2389-7798-4862";2016-11-22;14690;SEG21
CTID52083694;"2357-9896-6403-5970";2016-07-03;14753;SEG18
CTID87470030;"1750-2387-4085-7042";2016-08-19;15226;SEG12
CTID84610605;"2517-1247-3682-9050";2016-11-04;7382;SEG25
CTID92519779;"5316-4617-7300-3260";2016-11-08;47587;SEG15
CTID82018424;"4144-3271-6301-9342";2016-01-05;4333;SEG12
CTID57804856;"3697-6001-4909-5350";2016-11-04;39133;SEG20
CTID16993941;"5991-4421-8476-3804";2016-12-01;28821;SEG25
CTID29235763;"8069-5321-4131-7493";2016-10-05;29168;SEG17
CTID74035592;"8614-1547-9524-8444";2016-06-01;37203;SEG22
CTID32892929;"4310-3710-6743-6385";2016-12-10;17855;SEG12
CTID35666558;"8031-9022-9952-9605";2016-01-23;22256;SEG18
CTID36724335;"1661-3809-5334-2155";2016-05-22;47922;SEG20
CTID89354754;"6042-2856-7280-2925";2016-01-28;28295;SEG13
CTID78007015;"5160-8427-6529-3274";2016-11-26;2869;SEG22
CTID66138590;"1716-8420-2111-4735";2016-09-21;49187;SEG21
CTID98872359;"5864-4475-3659-1440";2016-01-10;6598;SEG21
CTID95604508;"3652-5528-4808-8216";2016-03-26;48520;SEG20
CTID89682663;"4834-4297-3113-9327";2016-06-10;43855;SEG21
CTID62823336;"9386-8854-6115-4075";2016-04-30;39265;SEG17
CTID11681503;"4144-3271-6301-9342";2016-06-03;46377;SEG25
CTID49238871;"9356-9491-6534-8313";2016-06-22;41031;SEG21
CTID53972836;"6540-2862-2962-5109";2016-08-20;36966;SEG22
CTID41014199;"6045-2636-8278-8875";2016-06-01;45185;SEG22
CTID66080450;"7863-1291-5335-8126";2016-01-13;34083;SEG24
CTID37026212;"3698-9867-4865-5497";2016-05-10;21455;SEG22
CTID69885639;"2158-2612-7934-6228";2016-09-05;40349;SEG20
CTID87192152;"2834-5946-1542-4074";2016-05-07;2903;SEG18
CTID50334169;"7179-9253-8424-9313";2016-05-03;29823;SEG11
CTID63491811;"5160-8427-6529-3274";2016-11-08;23016;SEG23
CTID97224144;"5564-7149-9280-5472";2016-06-12;11573;SEG23
CTID27994360;"2595-8621-2855-9119";2016-03-13;5884;SEG11
CTID83302002;"9161-8723-1217-5269";2016-05-23;48607;SEG14
CTID27133995;"3513-5475-4629-7570";2016-11-12;18413;SEG14
CTID96921554;"7908-3850-6633-2606";2016-08-22;18131;SEG25
CTID15708161;"3748-8048-5227-8162";2016-05-25;40926;SEG19
CTID73038049;"6697-9358-9213-4896";2016-02-01;32048;SEG12
CTID14280641;"2495-1344-4998-6045";2016-04-03;25914;SEG16
CTID15443539;"6547-1222-2350-2503";2016-10-10;18282;SEG22
CTID12495270;"5129-6974-6371-2964";2016-09-06;5783;SEG11
CTID60876350;"4530-1687-6778-1250";2016-11-01;30316;SEG14
CTID78003273;"6272-7021-2748-1471";2016-09-10;44475;SEG14
CTID65640107;"7306-7457-8875-3211";2016-03-18;28972;SEG24
CTID15717305;"6691-5105-1556-4131";2016-11-13;35192;SEG16
CTID83665192;"3458-8126-3660-8686";2016-07-03;24597;SEG17
CTID94140698;"7815-5255-1963-9464";2016-07-02;47304;SEG21
CTID95937912;"8522-7783-9262-6673";2016-05-21;24878;SEG25
CTID26034121;"9627-1907-4419-6606";2016-09-05;49918;SEG15
CTID78643926;"7416-4529-6690-5703";2016-08-27;483;SEG23
CTID62311616;"4661-5769-5059-2114";2016-05-26;31195;SEG11
CTID56747160;"5590-1294-8800-2874";2016-05-09;3063;SEG21
CTID75346965;"7430-6895-6227-4665";2016-01-27;30684;SEG19
CTID85131662;"4971-8219-1133-6753";2016-12-16;10262;SEG23
CTID76363028;"9356-9491-6534-8313";2016-08-05;3197;SEG20
CTID57302943;"3513-5475-4629-7570";2016-04-21;24336;SEG19
CTID54717729;"8976-7958-2694-8171";2016-09-15;3615;SEG19
CTID94651414;"6770-3803-2120-3012";2016-02-20;17478;SEG20
CTID84191617;"7583-5046-7750-5578";2016-08-30;17171;SEG17
CTID19248877;"5540-8588-7666-7798";2016-06-12;9536;SEG12
CTID13177334;"3573-2839-9869-7747";2016-07-10;5468;SEG12
CTID73412547;"3914-1379-8974-9157";2016-10-09;33854;SEG18
CTID24422422;"2077-2389-7798-4862";2016-05-26;30401;SEG13
CTID64868030;"9621-6787-7890-7470";2016-07-18;24283;SEG23
CTID31298558;"4427-5380-8182-9668";2016-09-06;27092;SEG25
CTID73855339;"3168-6552-9936-1500";2016-11-14;17826;SEG25
CTID59570637;"4784-5120-3581-6184";2016-05-10;35089;SEG19
CTID99255779;"3134-9713-5764-8285";2016-12-19;8126;SEG15
CTID35266695;"5530-1215-6434-9691";2016-06-04;46552;SEG14
CTID68584964;"2949-1972-1300-6680";2016-12-31;18851;SEG22
CTID95631121;"9721-7299-5635-3504";2016-12-18;16706;SEG11
CTID97977397;"1716-8420-2111-4735";2016-07-02;37888;SEG18
CTID79061136;"1175-3754-1370-5515";2016-02-27;47991;SEG15
CTID32433075;"8066-8437-2479-2481";2016-05-04;29967;SEG17
CTID51179894;"2264-2870-6785-2725";2016-09-08;39879;SEG13
CTID13344532;"8177-5533-1183-4063";2016-02-04;49604;SEG16
CTID72138600;"9558-5469-2562-5608";2016-03-14;3394;SEG13
CTID69916390;"9542-6082-9630-9970";2016-04-22;27900;SEG19
CTID37176278;"3671-4079-8067-8622";2016-01-15;41543;SEG23
CTID93571957;"2158-2612-7934-6228";2016-09-20;46164;SEG24
CTID65345976;"9074-3311-4009-9836";2016-11-20;38126;SEG13
CTID75931332;"1536-9786-1960-7400";2016-03-24;21273;SEG17
CTID19953341;"4971-8219-1133-6753";2016-03-26;6365;SEG20
CTID44421219;"1750-2387-4085-7042";2016-09-05;913;SEG17
CTID39702014;"6025-2610-4001-6680";2016-05-14;33221;SEG15
CTID71061113;"5750-8229-8026-8893";2016-07-27;20604;SEG19
CTID79338130;"6025-2610-4001-6680";2016-11-12;45199;SEG20
CTID22512697;"6012-7799-2842-7221";2016-04-05;23720;SEG11
CTID80694242;"3146-4961-6964-4229";2016-09-27;8613;SEG12
CTID46464763;"4770-7274-9917-1594";2016-10-25;15069;SEG14
CTID73364466;"6315-7338-3105-9947";2016-02-06;19274;SEG14
CTID36045227;"3573-2839-9869-7747";2016-04-20;19900;SEG12
CTID64143883;"8522-7783-9262-6673";2016-01-06;27606;SEG23
CTID31768559;"3380-5311-6073-9478";2016-11-10;31574;SEG13
CTID54218462;"5936-1967-4966-6077";2016-06-14;11618;SEG18
CTID62976281;"2158-2612-7934-6228";2016-06-14;34895;SEG23
CTID37391739;"9138-8487-6675-4521";2016-09-11;41127;SEG11
CTID81764419;"9843-6858-7863-1891";2016-10-05;15921;SEG16
CTID61260376;"8794-7936-2566-9238";2016-11-08;32525;SEG24
CTID26501885;"7662-3108-4951-8587";2016-03-12;48287;SEG16
CTID20987905;"8002-6041-9878-5658";2016-06-04;30424;SEG24
CTID74133609;"5962-5634-2696-2739";2016-12-25;31386;SEG20
CTID76311851;"9946-6939-3033-9593";2016-04-05;24734;SEG19
CTID67702780;"7908-2695-7391-7499";2016-05-03;13686;SEG25
CTID64297645;"1519-5130-5810-8539";2016-12-06;1938;SEG23
CTID50085202;"3748-8048-5227-8162";2016-01-28;8950;SEG16
CTID49929788;"1846-7945-5251-4091";2016-04-03;44655;SEG17
CTID32295263;"8477-4051-5606-6540";2016-06-21;22319;SEG23
CTID67833529;"4427-5380-8182-9668";2016-01-21;39803;SEG16
CTID49058473;"8499-3007-6025-2772";2016-02-07;47842;SEG12
CTID26175646;"9161-8723-1217-5269";2016-06-26;47436;SEG18
CTID25952341;"3414-4178-9784-9954";2016-10-27;40226;SEG25
CTID44292258;"9314-8332-5195-8287";2016-09-01;16849;SEG25
CTID43905375;"9018-5320-5729-5393";2016-10-16;24175;SEG11
CTID37288865;"3313-4024-5109-8235";2016-11-10;7867;SEG19
CTID30568333;"7815-5255-1963-9464";2016-03-06;38441;SEG23
CTID69594649;"7296-3224-2880-5747";2016-08-14;13450;SEG11
CTID69933883;"3414-4178-9784-9954";2016-02-15;13387;SEG20
CTID63204410;"3748-8048-5227-8162";2016-08-28;18109;SEG14
CTID89411749;"3167-9604-1650-2605";2016-11-03;14074;SEG25
CTID12280767;"7708-8807-7837-8812";2016-07-18;31336;SEG13
CTID84024131;"7276-7349-6334-3809";2016-07-08;36556;SEG11
CTID47967832;"8836-7078-5752-6312";2016-05-28;45493;SEG16
CTID40061029;"4563-2673-5152-4847";2016-05-27;20381;SEG24
CTID81918562;"5616-5526-4836-1962";2016-08-20;10865;SEG18
CTID24672375;"8582-2422-3251-5767";2016-10-24;19240;SEG21
CTID32941977;"9991-4727-7710-2269";2016-10-04;39991;SEG17
CTID99767403;"5747-7372-2770-2325";2016-09-25;12984;SEG16
CTID32707604;"7697-2274-6431-6408";2016-06-25;49909;SEG16
CTID47278577;"8321-8463-7644-8934";2016-12-13;15135;SEG18
CTID34195777;"8115-7743-6213-9284";2016-07-24;11085;SEG25
CTID47361112;"7179-9253-8424-9313";2016-12-28;27731;SEG24
CTID16823644;"8376-2481-1705-6329";2016-11-12;43286;SEG13
CTID18076975;"7377-5503-9688-7953";2016-04-25;23215;SEG21
CTID44773525;"3545-8540-7402-9523";2016-09-30;20844;SEG18
CTID34390718;"7047-9622-9693-9968";2016-07-12;11075;SEG17
CTID77442697;"2017-7197-7814-9950";2016-07-09;13155;SEG11
CTID33739844;"5018-8635-8433-6614";2016-08-10;29083;SEG19
CTID42168884;"7725-3576-5626-3317";2016-07-27;27806;SEG16
CTID93333537;"6492-5655-8241-3530";2016-02-03;41254;SEG22
CTID34404915;"5583-9751-6086-5673";2016-09-19;41997;SEG21
CTID14930595;"7908-8365-2086-2481";2016-09-28;24552;SEG14
CTID92370217;"5747-7372-2770-2325";2016-11-27;19110;SEG24
CTID38338870;"4341-6411-1439-6094";2016-12-06;4501;SEG18
CTID92936108;"4864-7119-5608-7611";2016-04-25;7419;SEG11
CTID65414713;"8066-8437-2479-2481";2016-11-05;19935;SEG12
CTID23944187;"8509-8871-7296-2015";2016-04-05;33667;SEG15
CTID55505204;"9030-1667-6058-6173";2016-07-16;36177;SEG23
CTID80686640;"4954-2506-4917-1734";2016-04-08;22953;SEG19
CTID21981999;"9369-6196-2597-1730";2016-08-17;45710;SEG25
CTID67015883;"4341-6411-1439-6094";2016-05-28;26376;SEG14
CTID26455995;"6071-3874-2856-8755";2016-06-21;40398;SEG22
CTID70655945;"4843-3880-6792-2259";2016-03-23;9596;SEG19
CTID13075584;"7815-5255-1963-9464";2016-11-07;11647;SEG23
CTID33788284;"9991-4727-7710-2269";2016-06-12;24803;SEG22
CTID75450683;"3146-4961-6964-4229";2016-12-12;7536;SEG14
CTID23351548;"6399-9536-6027-1857";2016-05-04;31169;SEG25
CTID97681424;"5341-5445-8369-7039";2016-06-15;651;SEG20
CTID66385563;"6570-8163-4369-9734";2016-02-19;11390;SEG13
CTID79339231;"2711-5438-4449-9824";2016-08-09;20876;SEG23
CTID49247844;"1438-6906-2509-8219";2016-12-09;7983;SEG21
CTID54831350;"1782-8675-4061-3666";2016-03-17;25384;SEG17
CTID49768251;"7811-4511-7664-6960";2016-11-20;9282;SEG15
CTID50515513;"5447-4124-3337-6163";2016-07-08;17105;SEG13
CTID32646895;"1449-4529-1480-3546";2016-05-28;24411;SEG11
CTID67857691;"7729-4037-1361-9467";2016-07-29;49475;SEG25
CTID79294453;"4027-9234-2261-8201";2016-07-02;19595;SEG15
CTID18601084;"5556-4557-4566-1540";2016-01-27;20852;SEG25
CTID68101506;"7141-7294-3956-4408";2016-09-18;49884;SEG11
CTID63059840;"7212-8665-7734-5918";2016-07-29;1876;SEG20
CTID43787913;"3708-8801-1521-8042";2016-06-24;37163;SEG13
CTID90201836;"2944-6929-3608-9991";2016-06-28;45481;SEG16
CTID80145871;"5984-2442-3351-3695";2016-11-14;13800;SEG20
CTID64879579;"4093-1634-8086-4601";2016-08-06;35322;SEG22
CTID94628131;"9999-3058-2698-4238";2016-11-02;25518;SEG22
CTID66423411;"7141-7294-3956-4408";2016-07-21;29907;SEG17
CTID85085771;"2077-2389-7798-4862";2016-04-22;48186;SEG11
CTID95052022;"5674-3252-5805-3288";2016-09-19;41307;SEG22
CTID41408558;"5747-7372-2770-2325";2016-05-28;47459;SEG23
CTID20043092;"2422-2354-4628-4556";2016-02-19;23074;SEG13
CTID20412103;"8839-9467-3960-3997";2016-02-18;28648;SEG15
CTID28246213;"1187-8674-2708-3972";2016-01-26;21841;SEG11
CTID90012311;"1438-6906-2509-8219";2016-06-08;13072;SEG24
CTID12671464;"5592-8244-5701-5100";2016-11-03;4486;SEG16
CTID22560101;"3708-8801-1521-8042";2016-06-20;35044;SEG15
CTID66890243;"4963-4850-8565-5494";2016-11-02;37246;SEG16
CTID32734331;"7795-9930-1867-6279";2016-02-29;6500;SEG12
CTID74783211;"9753-7718-2196-1448";2016-08-25;16923;SEG17
CTID87892714;"6492-5655-8241-3530";2016-07-09;40207;SEG25
